日期,小区负载电量_kWh,决策用负荷预测电量_kWh,光伏实际电量_kWh,计划购电量_kWh,调整购电量_kWh,调整净变化_kWh,上调购电量_kWh,下调购电量_kWh,紧急购电量_kWh,充电量_kWh,放电量_kWh,实际弃光量_kWh,计划购电费_元,调整费用_元,紧急购电费_元,总费用_元,0:00储电量_kWh,24:00储电量_kWh
2025-02-01,76305.20628333333,76546.55255694444,41927.03035,54453.356820416804,47914.691971859545,-6538.664848557259,0.0,6538.66484855725,0.0,17244.89735973643,13571.568347285913,9863.187026075704,28505.472503602858,1776.4476322571236,0.0,30281.920135859982,5073.099603775322,5513.986841664876
2025-02-02,121705.97265,121776.91587583334,43349.69469999999,97546.52547939884,93283.09858505559,-4263.426894343254,2.1600499167107046e-12,4263.426894343258,0.0,22625.980629629874,18573.576059254374,10874.416064680101,76450.52661240267,1585.737858252866,0.0,78036.26447065553,5513.986841664876,5240.0626758269045
2025-02-03,122603.769,124624.33586444444,42386.85249999999,105558.43369076762,103104.1608909979,-2454.272799769722,0.0,2454.2727997697184,0.0,20191.337186924382,14886.249180031115,17582.156384104634,83314.45734053961,900.9130961192993,0.0,84215.37043665891,5240.0626758269045,6871.989277357618
2025-02-04,121578.09884999998,129762.05876416666,40383.2349,114066.20309965574,113742.81795124414,-323.38514841160213,0.0,323.38514841160213,0.0,19393.664585594095,12250.94512611974,25405.23454176979,88556.1781108598,165.73794460291543,0.0,88721.91605546272,6871.989277357618,10714.12615314815
2025-02-05,121991.08443333334,128492.91328983333,41242.65745,99636.63941314054,99636.63941314054,0.0,0.0,0.0,1.1368683772161603e-13,16933.49148843278,13721.442101477773,15676.163042852197,76800.78126035503,0.0,5.928200152993667e-13,76800.78126035503,10714.12615314815,10708.221713317904
2025-02-06,122252.1627,128036.12836888888,41981.10548333333,100239.0209478563,99358.44526046373,-880.5756873925711,0.0,880.5756873925736,2.2737367544323206e-13,16184.374364591888,13130.821772555551,16033.835451760731,80609.66344002397,256.5047316678688,1.1801262189692354e-12,80866.16817169184,10708.221713317904,10684.356671944442
2025-02-07,76168.59693333332,79198.16208750001,44362.91726666666,45252.72582737495,45294.25103313626,41.525205761310644,41.52520576131599,0.0,0.0,18358.862151486042,15203.161429203697,10332.870644187253,19297.517817399355,21.134253472221772,0.0,19318.652070871576,10684.356671944442,10314.931020277776
2025-02-08,75746.78751666666,78406.06550944444,44169.6248,38219.79854871399,38421.34124487378,201.54269615979138,201.5426961597861,0.0,2.2737367544323206e-13,20104.780877057616,16219.5970525216,2958.994703671096,15908.670572436906,201.12531712220317,8.288907338283025e-13,16109.79588955911,10314.931020277776,10387.459306827845
2025-02-09,121547.90356666666,123184.095445,41992.48759999999,89397.15968575483,89397.15968575483,0.0,0.0,0.0,0.0,19149.43617222603,15344.563824999994,6036.871371862138,64236.743348569806,0.0,0.0,64236.743348569806,10387.459306827845,10572.436500720169
2025-02-10,121477.56451666665,123400.04736666667,47150.92693333333,82952.06393279252,82952.06393279252,0.0,0.0,0.0,3.410605131648481e-13,18755.579403555093,15358.694012402775,5228.540958306863,57319.076878526444,0.0,1.7341221791866702e-12,57319.076878526444,10572.436500720169,10387.242394583334
2025-02-11,121441.28161666667,123133.91946666667,46220.68448333333,84492.38803030326,84495.42256363659,3.0345333333243616,3.0345333333334565,0.0,0.0,22259.372991389915,18107.88971154167,5123.342150455017,58444.68511658439,6.082115160000247,0.0,58450.767231744394,10387.242394583334,10300.800629565743
2025-02-12,121363.85288333334,123165.33709999999,46097.116749999994,84612.32759885583,84612.32759885583,0.0,0.0,0.0,0.0,20339.55076430041,16480.235758,5486.276459222095,58661.72943116022,0.0,0.0,58661.72943116022,10300.800629565743,10295.023252991667
2025-02-13,121310.28371666666,123252.414395,49980.80469999999,82345.05184628534,82345.05184628534,0.0,0.0,0.0,2.2737367544323206e-13,19882.437957152943,15981.276543655003,7114.411416120734,55570.547851762814,0.0,1.1634710972430184e-12,55570.547851762814,10295.023252991667,10432.243477034863
2025-02-14,75872.63794999999,77112.30725083334,46070.83613333333,38519.16444927644,38519.16444927644,0.0,0.0,0.0,0.0,18436.646942280546,15234.828980761316,5515.544671090542,16089.747757146639,0.0,0.0,16089.747757146639,10432.243477034863,10097.637968685898
2025-02-15,76054.55225,76177.35171888888,46774.46115,38521.437854366595,38521.437854366595,0.0,0.0,0.0,2.2737367544323206e-13,18965.019742843964,15524.694797937587,5801.021809460218,16525.071507456094,0.0,6.497202775790356e-13,16525.071507456094,10097.637968685898,9916.494850648147
2025-02-16,121276.97728333331,121466.42964166666,45899.59818333333,87825.23204191495,87825.23204191495,0.0,0.0,0.0,0.0,20809.69052797601,16612.22080408231,8250.383218021258,61403.39668689774,0.0,0.0,61403.39668689774,9916.494850648147,10187.193210179552
2025-02-17,120960.37281666666,121512.66593527778,49776.50964999999,84540.39293578448,84540.39293578448,0.0,0.0,0.0,0.0,18333.491576438126,14932.310297340362,9955.348490020047,57710.16060107478,0.0,0.0,57710.16060107478,10187.193210179552,10095.879743040123
2025-02-18,121331.27123333333,121166.83431499999,49239.883449999994,77727.58033540541,77811.58273082206,84.0023954166536,84.00239541666303,0.0,9.355908333333332,20016.3965606503,16118.770388384453,1831.9246835562303,52141.739099730425,114.72401326855763,47.67770886666666,52304.14082186564,10095.879743040123,10200.89177164266
2025-02-19,121866.79411666666,121192.24967277778,48987.466733333335,75455.5496767197,78148.52985314367,2692.9801764239674,2692.9801764239787,0.0,5.285350000000108,21557.187299461628,17822.62647603374,1539.9269963824547,50884.09390387926,2814.674306827633,27.483820000000566,53726.25203070689,10200.89177164266,9799.442034453969
2025-02-20,121105.25703333333,121297.36012916667,50112.12329999999,79032.61966483555,79032.61966483555,0.0,0.0,0.0,51.45631250000008,19894.84927542048,15791.623026835276,3987.715995417013,53225.314975294954,0.0,288.69564128125046,53514.010616576204,9799.442034453969,10158.558574737659
2025-02-21,75802.00203333332,75412.80089166666,50241.74,35717.716821453185,35717.716821453185,0.0,0.0,0.0,0.0,19471.400301798523,16002.723978527783,6688.778464849107,14976.929501319079,0.0,0.0,14976.929501319079,10158.558574737659,9902.014425769905
2025-02-22,75682.24226666667,74497.49616499999,47837.47938333333,34821.56047667805,34821.56047667805,0.0,0.0,0.0,167.52284706944846,20588.829956379406,16755.468602784673,3310.9590868194405,14950.271720337521,0.0,841.9839119875472,15792.255632325068,9902.014425769905,9814.774050083954
2025-02-23,121142.14093333333,119975.21992333332,49610.287249999994,78287.49569517102,78355.89627939324,68.400584222225,68.40058422222285,0.0,82.2522383333328,22130.353062931274,17880.791839841564,2656.7336113035326,52305.2771596055,99.82475157414254,412.17118472249757,52817.27309590214,9814.774050083954,9864.54531800926
2025-02-24,120628.98854999998,119913.11668333333,52425.954933333334,73979.88893974022,75028.35879066598,1048.4698509257578,1048.4698509257637,0.0,34.148083333333375,20857.400651097392,16803.782928263892,2805.855534499161,49554.291133079445,874.5216198737542,174.289304391667,50603.10205734487,9864.54531800926,9965.335983703702
2025-02-25,121093.33288333332,119936.88334249999,55272.00965,75017.66848768143,75017.66848768143,0.0,0.0,0.0,1.1368683772161603e-13,18277.972074312212,14894.817377280708,5813.190557316589,49888.42923674945,0.0,5.460947249957826e-13,49888.42923674945,9965.335983703702,9865.713764717239
2025-02-26,121060.73411666666,119880.532125,52245.88608333333,67967.3982065064,73012.39527620183,5044.997069695426,5044.997069695429,0.0,15.19334583333341,21759.568474767755,17928.37398699185,381.5461009259292,44846.50744116241,5509.529723902886,77.2172701687504,50433.25443523405,9865.713764717239,9528.909850906168
2025-02-27,120599.48893333334,119888.4264,53642.90473333333,69959.17553305042,72108.8742143022,2149.6986812517716,2149.698681251776,0.0,19.832862500000488,22554.54111137172,17922.01202762507,539.5937930555584,45460.011042816914,2224.5213676677668,101.42525882500247,47785.95766930968,9528.909850906168,9914.650153779527
2025-02-28,75385.10795,73933.76722916667,52092.51439999999,33466.5817313353,33735.46676725197,268.88503591666813,268.88503591666984,0.0,282.64876250000066,20289.873832284196,16406.792383093445,6842.440530561218,13708.826028487285,294.9052352136532,1116.1025248179749,15119.833788518914,9914.650153779527,9945.767288287036
2025-03-01,72244.16014999998,72917.67508333334,48585.39421666667,36546.09459940705,36582.6272537998,36.53265439275128,36.53265439275049,0.0,1.7053025658242404e-13,17719.371264267393,14413.501155014916,9617.99121121399,15082.264299341392,17.815148914624775,6.165237209643237e-13,15100.079448256016,9945.767288287036,9878.200142777778
2025-03-02,117860.41708333333,118272.00354416667,45502.110016666666,77870.19529630062,79945.0287570249,2074.833460724287,2074.8334607242864,0.0,299.8196177983515,21249.074231664414,17161.387371541667,3798.8544480338505,51815.06041226185,2685.5897341254,1636.4859220370695,56137.13606842433,9878.200142777778,9934.1587606739
2025-03-03,117958.7456,118176.26072916666,45941.59896666666,81133.76447262321,81375.69519420654,241.93072158332507,241.93072158333422,0.0,119.94685766461203,20848.310386144738,17432.670153135798,6062.855185528882,54406.134052591784,431.1103403396776,551.3866682252456,55388.63106115671,9934.1587606739,9328.004604719941
2025-03-04,118139.02498333334,118158.60528416667,48939.56705,72713.33157414192,74093.53364062612,1380.2020664841984,1380.2020664842003,0.0,2.2737367544323206e-13,21773.716694802944,17125.47382578833,245.8328382781707,47373.48886352076,1809.6500620446557,1.302737473451998e-12,49183.138925565414,9328.004604719941,9896.045379166668
2025-03-05,118073.44383333332,118385.51284333333,51942.971816666664,75814.67148435698,75814.67148435698,0.0,0.0,0.0,3.331633333333457,20358.742182561724,16317.024618999998,5645.813537461934,49011.05516916959,0.0,16.901375900000627,49027.95654506959,9896.045379166668,10088.885989027776
2025-03-06,117673.59855,118131.69455166666,51732.944416666665,70563.63578233859,70742.79117204796,179.15538970936905,179.15538970936456,0.0,2.2737367544323206e-13,21175.637936700376,17290.999818695636,917.4989207098757,45514.40770104399,206.56381334375436,1.2663576853810809e-12,45720.97151438774,10088.885989027776,9934.73811128518
2025-03-07,71680.36145,72740.42852666666,50758.07591666667,33811.39350718519,33811.39350718519,0.0,0.0,0.0,0.0,20025.47756323251,15709.035633749996,8572.666044369344,13930.191749599637,0.0,0.0,13930.191749599637,9934.73811128518,10503.183880694445
2025-03-08,72344.71158333334,71865.27785583334,53281.57206666666,31626.47645586625,32009.879948741254,383.4034928750043,383.4034928750052,0.0,0.0,20149.51344495885,16314.233900874997,9111.46088799074,13199.394253327548,355.19020095981125,0.0,13554.584454287358,10503.183880694445,10510.819424629633
