日期,时段序号,时段,电价_元每kWh,小区负载_kW,小区负载电量_kWh,决策用负荷预测_kW,决策用负荷预测电量_kWh,光伏实际_kW,光伏0时预报_kW,最终采用预报_kW,计划购电量_kWh,调整购电量_kWh,充电量_kWh,放电量_kWh,紧急购电量_kWh,实际弃光量_kWh,时段初储电量_kWh,时段末储电量_kWh,计划购电费_元,调整费用_元,紧急购电费_元
2025-02-01,1,0:00-0:10,0.3281,2532.1822,422.0303666666667,2697.021935,449.5036558333333,0.0,0.0,0.0,538.6574041666665,538.6574041666665,116.62703749999986,0.0,0.0,0.0,5073.099603775322,5178.063937525322,176.7334943070833,0.0,0.0
2025-02-01,2,0:10-0:20,0.3257,2492.4439,415.4073166666667,2724.258553333334,454.0430922222223,0.0,0.0,0.0,536.0622333333333,536.0622333333333,120.65491666666662,0.0,0.0,0.0,5178.063937525322,5286.653362525322,174.59546939666666,0.0,0.0
2025-02-01,3,0:20-0:30,0.3041,2464.3,410.7166666666667,2648.9925,441.49875,0.0,0.0,0.0,1133.5462499999999,1133.5462499999999,722.8295833333332,0.0,0.0,0.0,5286.653362525322,5937.199987525322,344.7114146249999,0.0,0.0
2025-02-01,4,0:30-0:40,0.3126,2581.7688,430.29479999999995,2655.4427983333335,442.5737997222222,0.0,0.0,0.0,1139.1854083333333,1139.1854083333333,708.8906083333334,0.0,0.0,0.0,5937.199987525322,6575.201535025322,356.109358645,0.0,0.0
2025-02-01,5,0:40-0:50,0.3286,2546.4635,424.4105833333333,2716.3568,452.72613333333334,0.0,0.0,0.0,564.791175,564.791175,140.38059166666665,0.0,0.0,0.0,6575.201535025322,6701.544067525322,185.59038010499998,0.0,0.0
2025-02-01,6,0:50-1:00,0.3438,2436.31,406.0516666666666,2781.4800000000005,463.58000000000004,0.0,0.0,0.0,561.1225000000001,561.1225000000001,155.07083333333344,0.0,0.0,0.0,6701.544067525322,6841.107817525322,192.91391550000003,0.0,0.0
2025-02-01,7,1:00-1:10,0.3704,2620.5011,436.7501833333333,2817.372655,469.5621091666667,0.0,0.0,0.0,515.788123611111,515.788123611111,79.0379402777777,0.0,0.0,0.0,6841.107817525322,6912.241963775322,191.04792098555552,0.0,0.0
2025-02-01,8,1:10-1:20,0.3746,2710.7861,451.7976833333333,2743.5435583333337,457.2572597222223,0.0,0.0,0.0,1183.4909125,1183.4909125,731.6932291666667,0.0,0.0,0.0,6912.241963775322,7570.765870025322,443.33569582249993,0.0,0.0
2025-02-01,9,1:20-1:30,0.3606,2676.48,446.08,2695.4935,449.2489166666666,0.0,0.0,0.0,1172.1016666666667,1172.1016666666667,726.0216666666668,0.0,0.0,0.0,7570.765870025322,8224.185370025323,422.659861,0.0,0.0
2025-02-01,10,1:30-1:40,0.3582,2830.598,471.7663333333333,2885.281636666667,480.8802727777778,0.0,0.0,0.0,551.7509666666667,551.7509666666667,79.98463333333342,0.0,0.0,0.0,8224.185370025323,8296.171540025323,197.63719626000002,0.0,0.0
2025-02-01,11,1:40-1:50,0.3041,2688.1558,448.02596666666665,2941.636053333333,490.2726755555555,0.0,0.0,0.0,0.0,0.0,0.0,448.02596666666665,0.0,0.0,8296.171540025323,7798.364910395694,0.0,0.0,0.0
2025-02-01,12,1:50-2:00,0.2537,2384.42,397.4033333333333,2864.118333333333,477.35305555555544,0.0,0.0,0.0,0.0,0.0,0.0,397.4033333333333,0.0,0.0,7798.364910395694,7356.805651136435,0.0,0.0,0.0
2025-02-01,13,2:00-2:10,0.3346,2604.5438,434.0906333333333,2993.8903850000006,498.9817308333334,0.0,0.0,0.0,612.8448958333333,612.8448958333333,178.75426250000004,0.0,0.0,0.0,7356.805651136435,7517.684487386435,205.05790214583334,0.0,0.0
2025-02-01,14,2:10-2:20,0.3971,2943.3655,490.5609166666666,2985.106733333333,497.51778888888884,0.0,0.0,0.0,624.86805,624.86805,134.3071333333334,0.0,0.0,0.0,7517.684487386435,7638.560907386435,248.13510265500003,0.0,0.0
2025-02-01,15,2:20-2:30,0.367,3019.32,503.22,2844.1646666666666,474.0274444444444,0.0,0.0,0.0,1117.5841666666665,1117.5841666666665,614.3641666666665,0.0,0.0,0.0,7638.560907386435,8191.488657386435,410.1533891666666,0.0,0.0
2025-02-01,16,2:30-2:40,0.3185,2844.4369,474.07281666666665,2959.4752650000005,493.24587750000006,0.0,0.0,0.0,611.6014458333334,611.6014458333334,137.52862916666675,0.0,0.0,0.0,8191.488657386435,8315.264423636436,194.7950604979167,0.0,0.0
